statePostal, year,unemployment,key
"LaMoure County, ND",Aug-24 p,0.02,38-045
"Logan County, ND",Aug-24 p,0.021,38-047
"McHenry County, ND",Aug-24 p,0.027999999999999997,38-049
"McIntosh County, ND",Aug-24 p,0.02,38-051
"McKenzie County, ND",Aug-24 p,0.018000000000000002,38-053
"McLean County, ND",Aug-24 p,0.024,38-055
"Mercer County, ND",Aug-24 p,0.028999999999999998,38-057
"Morton County, ND",Aug-24 p,0.025,38-059
"Mountrail County, ND",Aug-24 p,0.016,38-061
"Nelson County, ND",Aug-24 p,0.023,38-063
"Oliver County, ND",Aug-24 p,0.032,38-065
"Pembina County, ND",Aug-24 p,0.033,38-067
"Pierce County, ND",Aug-24 p,0.028999999999999998,38-069
"Ramsey County, ND",Aug-24 p,0.021,38-071
"Ransom County, ND",Aug-24 p,0.026000000000000002,38-073
"Renville County, ND",Aug-24 p,0.022000000000000002,38-075
"Richland County, ND",Aug-24 p,0.024,38-077
"Rolette County, ND",Aug-24 p,0.077,38-079
"Sargent County, ND",Aug-24 p,0.028999999999999998,38-081
"Sheridan County, ND",Aug-24 p,0.026000000000000002,38-083
"Sioux County, ND",Aug-24 p,0.04,38-085
"Slope County, ND",Aug-24 p,0.021,38-087
"Stark County, ND",Aug-24 p,0.019,38-089
"Steele County, ND",Aug-24 p,0.025,38-091
"Stutsman County, ND",Aug-24 p,0.019,38-093
"Towner County, ND",Aug-24 p,0.018000000000000002,38-095
"Traill County, ND",Aug-24 p,0.018000000000000002,38-097
"Walsh County, ND",Aug-24 p,0.027000000000000003,38-099
"Ward County, ND",Aug-24 p,0.023,38-101
"Wells County, ND",Aug-24 p,0.023,38-103
"Williams County, ND",Aug-24 p,0.02,38-105
"Adams County, OH",Aug-24 p,0.052000000000000005,39-001
"Allen County, OH",Aug-24 p,0.043,39-003
"Ashland County, OH",Aug-24 p,0.042,39-005
"Ashtabula County, OH",Aug-24 p,0.047,39-007
"Athens County, OH",Aug-24 p,0.064,39-009
"Auglaize County, OH",Aug-24 p,0.033,39-011
"Belmont County, OH",Aug-24 p,0.048,39-013
"Brown County, OH",Aug-24 p,0.047,39-015
"Butler County, OH",Aug-24 p,0.04,39-017
"Carroll County, OH",Aug-24 p,0.042,39-019
"Champaign County, OH",Aug-24 p,0.039,39-021
"Clark County, OH",Aug-24 p,0.044000000000000004,39-023
"Clermont County, OH",Aug-24 p,0.039,39-025
"Clinton County, OH",Aug-24 p,0.046,39-027
"Columbiana County, OH",Aug-24 p,0.047,39-029
"Coshocton County, OH",Aug-24 p,0.049,39-031
"Crawford County, OH",Aug-24 p,0.047,39-033
"Cuyahoga County, OH",Aug-24 p,0.040999999999999995,39-035
"Darke County, OH",Aug-24 p,0.036000000000000004,39-037
"Defiance County, OH",Aug-24 p,0.043,39-039
"Delaware County, OH",Aug-24 p,0.037000000000000005,39-041
"Erie County, OH",Aug-24 p,0.040999999999999995,39-043
"Fairfield County, OH",Aug-24 p,0.039,39-045
"Fayette County, OH",Aug-24 p,0.038,39-047
"Franklin County, OH",Aug-24 p,0.04,39-049
"Fulton County, OH",Aug-24 p,0.040999999999999995,39-051
"Gallia County, OH",Aug-24 p,0.05,39-053
"Geauga County, OH",Aug-24 p,0.034,39-055
"Greene County, OH",Aug-24 p,0.040999999999999995,39-057
"Guernsey County, OH",Aug-24 p,0.045,39-059
"Hamilton County, OH",Aug-24 p,0.042,39-061
"Hancock County, OH",Aug-24 p,0.036000000000000004,39-063
"Hardin County, OH",Aug-24 p,0.05,39-065
"Harrison County, OH",Aug-24 p,0.042,39-067
"Henry County, OH",Aug-24 p,0.042,39-069
"Highland County, OH",Aug-24 p,0.047,39-071
"Hocking County, OH",Aug-24 p,0.040999999999999995,39-073
"Holmes County, OH",Aug-24 p,0.031,39-075
"Huron County, OH",Aug-24 p,0.042,39-077
"Jackson County, OH",Aug-24 p,0.053,39-079
"Jefferson County, OH",Aug-24 p,0.063,39-081
"Knox County, OH",Aug-24 p,0.039,39-083
"Lake County, OH",Aug-24 p,0.035,39-085
"Lawrence County, OH",Aug-24 p,0.051,39-087
"Licking County, OH",Aug-24 p,0.038,39-089
"Logan County, OH",Aug-24 p,0.038,39-091
"Lorain County, OH",Aug-24 p,0.04,39-093
"Lucas County, OH",Aug-24 p,0.055,39-095
"Madison County, OH",Aug-24 p,0.034,39-097
"Mahoning County, OH",Aug-24 p,0.05,39-099
"Marion County, OH",Aug-24 p,0.042,39-101
"Medina County, OH",Aug-24 p,0.033,39-103
"Meigs County, OH",Aug-24 p,0.063,39-105
"Mercer County, OH",Aug-24 p,0.028999999999999998,39-107
"Miami County, OH",Aug-24 p,0.038,39-109
"Monroe County, OH",Aug-24 p,0.062,39-111
"Montgomery County, OH",Aug-24 p,0.046,39-113
"Morgan County, OH",Aug-24 p,0.043,39-115
"Morrow County, OH",Aug-24 p,0.04,39-117
"Muskingum County, OH",Aug-24 p,0.040999999999999995,39-119
"Noble County, OH",Aug-24 p,0.054000000000000006,39-121
"Ottawa County, OH",Aug-24 p,0.042,39-123
"Paulding County, OH",Aug-24 p,0.037000000000000005,39-125
"Perry County, OH",Aug-24 p,0.044000000000000004,39-127
"Pickaway County, OH",Aug-24 p,0.039,39-129
"Pike County, OH",Aug-24 p,0.051,39-131
"Portage County, OH",Aug-24 p,0.040999999999999995,39-133
"Preble County, OH",Aug-24 p,0.036000000000000004,39-135
"Putnam County, OH",Aug-24 p,0.031,39-137
"Richland County, OH",Aug-24 p,0.046,39-139
"Ross County, OH",Aug-24 p,0.04,39-141
"Sandusky County, OH",Aug-24 p,0.039,39-143
"Scioto County, OH",Aug-24 p,0.055,39-145
"Seneca County, OH",Aug-24 p,0.042,39-147
"Shelby County, OH",Aug-24 p,0.038,39-149
"Stark County, OH",Aug-24 p,0.043,39-151
"Summit County, OH",Aug-24 p,0.044000000000000004,39-153
"Trumbull County, OH",Aug-24 p,0.052000000000000005,39-155
"Tuscarawas County, OH",Aug-24 p,0.038,39-157
"Union County, OH",Aug-24 p,0.037000000000000005,39-159
"Van Wert County, OH",Aug-24 p,0.037000000000000005,39-161
"Vinton County, OH",Aug-24 p,0.047,39-163
"Warren County, OH",Aug-24 p,0.038,39-165
"Washington County, OH",Aug-24 p,0.049,39-167
"Wayne County, OH",Aug-24 p,0.034,39-169
"Williams County, OH",Aug-24 p,0.04,39-171
"Wood County, OH",Aug-24 p,0.043,39-173
"Wyandot County, OH",Aug-24 p,0.028999999999999998,39-175
"Adair County, OK",Aug-24 p,0.042,40-001
"Alfalfa County, OK",Aug-24 p,0.023,40-003
"Atoka County, OK",Aug-24 p,0.043,40-005
"Beaver County, OK",Aug-24 p,0.024,40-007
"Beckham County, OK",Aug-24 p,0.025,40-009
"Blaine County, OK",Aug-24 p,0.025,40-011
"Bryan County, OK",Aug-24 p,0.03,40-013
"Caddo County, OK",Aug-24 p,0.036000000000000004,40-015
"Canadian County, OK",Aug-24 p,0.03,40-017
"Carter County, OK",Aug-24 p,0.043,40-019
"Cherokee County, OK",Aug-24 p,0.04,40-021
"Choctaw County, OK",Aug-24 p,0.038,40-023
"Cimarron County, OK",Aug-24 p,0.019,40-025
"Cleveland County, OK",Aug-24 p,0.031,40-027
"Coal County, OK",Aug-24 p,0.036000000000000004,40-029
"Comanche County, OK",Aug-24 p,0.039,40-031
"Cotton County, OK",Aug-24 p,0.031,40-033
"Craig County, OK",Aug-24 p,0.034,40-035
"Creek County, OK",Aug-24 p,0.039,40-037
"Custer County, OK",Aug-24 p,0.031,40-039
"Delaware County, OK",Aug-24 p,0.036000000000000004,40-041
"Dewey County, OK",Aug-24 p,0.018000000000000002,40-043
"Ellis County, OK",Aug-24 p,0.024,40-045
"Garfield County, OK",Aug-24 p,0.035,40-047
"Garvin County, OK",Aug-24 p,0.032,40-049
"Grady County, OK",Aug-24 p,0.03,40-051
"Grant County, OK",Aug-24 p,0.022000000000000002,40-053
"Greer County, OK",Aug-24 p,0.037000000000000005,40-055
"Harmon County, OK",Aug-24 p,0.027000000000000003,40-057
"Harper County, OK",Aug-24 p,0.024,40-059
"Haskell County, OK",Aug-24 p,0.057,40-061
"Hughes County, OK",Aug-24 p,0.046,40-063
"Jackson County, OK",Aug-24 p,0.028999999999999998,40-065
"Jefferson County, OK",Aug-24 p,0.040999999999999995,40-067
"Johnston County, OK",Aug-24 p,0.040999999999999995,40-069
"Kay County, OK",Aug-24 p,0.038,40-071
"Kingfisher County, OK",Aug-24 p,0.026000000000000002,40-073
"Kiowa County, OK",Aug-24 p,0.033,40-075
"Latimer County, OK",Aug-24 p,0.053,40-077
"Le Flore County, OK",Aug-24 p,0.042,40-079
"Lincoln County, OK",Aug-24 p,0.035,40-081
"Logan County, OK",Aug-24 p,0.033,40-083
"Love County, OK",Aug-24 p,0.045,40-085
"McClain County, OK",Aug-24 p,0.031,40-087
"McCurtain County, OK",Aug-24 p,0.043,40-089
"McIntosh County, OK",Aug-24 p,0.057999999999999996,40-091
"Major County, OK",Aug-24 p,0.032,40-093
"Marshall County, OK",Aug-24 p,0.038,40-095
"Mayes County, OK",Aug-24 p,0.03,40-097
"Murray County, OK",Aug-24 p,0.038,40-099
"Muskogee County, OK",Aug-24 p,0.044000000000000004,40-101
"Noble County, OK",Aug-24 p,0.025,40-103
"Nowata County, OK",Aug-24 p,0.034,40-105
"Okfuskee County, OK",Aug-24 p,0.039,40-107
"Oklahoma County, OK",Aug-24 p,0.034,40-109
"Okmulgee County, OK",Aug-24 p,0.043,40-111
"Osage County, OK",Aug-24 p,0.039,40-113
"Ottawa County, OK",Aug-24 p,0.03,40-115
"Pawnee County, OK",Aug-24 p,0.037000000000000005,40-117
"Payne County, OK",Aug-24 p,0.034,40-119
"Pittsburg County, OK",Aug-24 p,0.047,40-121
"Pontotoc County, OK",Aug-24 p,0.031,40-123
"Pottawatomie County, OK",Aug-24 p,0.037000000000000005,40-125
"Pushmataha County, OK",Aug-24 p,0.042,40-127
"Roger Mills County, OK",Aug-24 p,0.023,40-129
"Rogers County, OK",Aug-24 p,0.032,40-131
"Seminole County, OK",Aug-24 p,0.055,40-133
"Sequoyah County, OK",Aug-24 p,0.038,40-135
"Stephens County, OK",Aug-24 p,0.038,40-137
"Texas County, OK",Aug-24 p,0.023,40-139
"Tillman County, OK",Aug-24 p,0.043,40-141
"Tulsa County, OK",Aug-24 p,0.034,40-143
"Wagoner County, OK",Aug-24 p,0.034,40-145
"Washington County, OK",Aug-24 p,0.038,40-147
"Washita County, OK",Aug-24 p,0.028999999999999998,40-149
"Woods County, OK",Aug-24 p,0.022000000000000002,40-151
"Woodward County, OK",Aug-24 p,0.033,40-153
"Baker County, OR",Aug-24 p,0.036000000000000004,41-001
"Benton County, OR",Aug-24 p,0.035,41-003
"Clackamas County, OR",Aug-24 p,0.038,41-005
"Clatsop County, OR",Aug-24 p,0.039,41-007
"Columbia County, OR",Aug-24 p,0.047,41-009
"Coos County, OR",Aug-24 p,0.049,41-011
"Crook County, OR",Aug-24 p,0.051,41-013
"Curry County, OR",Aug-24 p,0.048,41-015
"Deschutes County, OR",Aug-24 p,0.038,41-017
"Douglas County, OR",Aug-24 p,0.051,41-019
"Gilliam County, OR",Aug-24 p,0.051,41-021
"Grant County, OR",Aug-24 p,0.048,41-023
"Harney County, OR",Aug-24 p,0.036000000000000004,41-025
"Hood River County, OR",Aug-24 p,0.03,41-027
"Jackson County, OR",Aug-24 p,0.047,41-029
"Jefferson County, OR",Aug-24 p,0.047,41-031
"Josephine County, OR",Aug-24 p,0.055,41-033
"Klamath County, OR",Aug-24 p,0.052000000000000005,41-035
"Lake County, OR",Aug-24 p,0.04,41-037
"Lane County, OR",Aug-24 p,0.043,41-039
"Lincoln County, OR",Aug-24 p,0.045,41-041
"Linn County, OR",Aug-24 p,0.045,41-043
"Malheur County, OR",Aug-24 p,0.035,41-045
"Marion County, OR",Aug-24 p,0.040999999999999995,41-047
"Morrow County, OR",Aug-24 p,0.037000000000000005,41-049
"Multnomah County, OR",Aug-24 p,0.04,41-051
"Polk County, OR",Aug-24 p,0.04,41-053
"Sherman County, OR",Aug-24 p,0.03,41-055
"Tillamook County, OR",Aug-24 p,0.037000000000000005,41-057
"Umatilla County, OR",Aug-24 p,0.039,41-059
"Union County, OR",Aug-24 p,0.042,41-061
"Wallowa County, OR",Aug-24 p,0.033,41-063
"Wasco County, OR",Aug-24 p,0.037000000000000005,41-065
"Washington County, OR",Aug-24 p,0.037000000000000005,41-067
"Wheeler County, OR",Aug-24 p,0.028999999999999998,41-069
"Yamhill County, OR",Aug-24 p,0.038,41-071
"Adams County, PA",Aug-24 p,0.035,42-001
"Allegheny County, PA",Aug-24 p,0.040999999999999995,42-003
"Armstrong County, PA",Aug-24 p,0.045,42-005
"Beaver County, PA",Aug-24 p,0.045,42-007
"Bedford County, PA",Aug-24 p,0.04,42-009
"Berks County, PA",Aug-24 p,0.043,42-011
"Blair County, PA",Aug-24 p,0.040999999999999995,42-013
"Bradford County, PA",Aug-24 p,0.039,42-015
"Bucks County, PA",Aug-24 p,0.038,42-017
"Butler County, PA",Aug-24 p,0.038,42-019
"Cambria County, PA",Aug-24 p,0.051,42-021
"Cameron County, PA",Aug-24 p,0.059000000000000004,42-023
"Carbon County, PA",Aug-24 p,0.043,42-025
"Centre County, PA",Aug-24 p,0.036000000000000004,42-027
"Chester County, PA",Aug-24 p,0.034,42-029
"Clarion County, PA",Aug-24 p,0.049,42-031
"Clearfield County, PA",Aug-24 p,0.043,42-033
"Clinton County, PA",Aug-24 p,0.046,42-035
"Columbia County, PA",Aug-24 p,0.042,42-037
"Crawford County, PA",Aug-24 p,0.044000000000000004,42-039
"Cumberland County, PA",Aug-24 p,0.036000000000000004,42-041
"Dauphin County, PA",Aug-24 p,0.040999999999999995,42-043
"Delaware County, PA",Aug-24 p,0.042,42-045
"Elk County, PA",Aug-24 p,0.045,42-047
"Erie County, PA",Aug-24 p,0.043,42-049
"Fayette County, PA",Aug-24 p,0.054000000000000006,42-051
"Forest County, PA",Aug-24 p,0.054000000000000006,42-053
"Franklin County, PA",Aug-24 p,0.037000000000000005,42-055
"Fulton County, PA",Aug-24 p,0.036000000000000004,42-057
"Greene County, PA",Aug-24 p,0.049,42-059
"Huntingdon County, PA",Aug-24 p,0.048,42-061
"Indiana County, PA",Aug-24 p,0.052000000000000005,42-063
"Jefferson County, PA",Aug-24 p,0.046,42-065
"Juniata County, PA",Aug-24 p,0.043,42-067
"Lackawanna County, PA",Aug-24 p,0.045,42-069
"Lancaster County, PA",Aug-24 p,0.036000000000000004,42-071
"Lawrence County, PA",Aug-24 p,0.045,42-073
"Lebanon County, PA",Aug-24 p,0.036000000000000004,42-075
"Lehigh County, PA",Aug-24 p,0.042,42-077
"Luzerne County, PA",Aug-24 p,0.05,42-079
"Lycoming County, PA",Aug-24 p,0.042,42-081
"McKean County, PA",Aug-24 p,0.048,42-083
"Mercer County, PA",Aug-24 p,0.047,42-085
"Mifflin County, PA",Aug-24 p,0.040999999999999995,42-087
"Monroe County, PA",Aug-24 p,0.048,42-089
"Montgomery County, PA",Aug-24 p,0.036000000000000004,42-091
"Montour County, PA",Aug-24 p,0.034,42-093
"Northampton County, PA",Aug-24 p,0.040999999999999995,42-095
"Northumberland County, PA",Aug-24 p,0.044000000000000004,42-097
"Perry County, PA",Aug-24 p,0.037000000000000005,42-099
"Philadelphia County/city, PA",Aug-24 p,0.054000000000000006,42-101
"Pike County, PA",Aug-24 p,0.049,42-103
"Potter County, PA",Aug-24 p,0.046,42-105
"Schuylkill County, PA",Aug-24 p,0.048,42-107
"Snyder County, PA",Aug-24 p,0.040999999999999995,42-109
"Somerset County, PA",Aug-24 p,0.046,42-111
"Sullivan County, PA",Aug-24 p,0.045,42-113
"Susquehanna County, PA",Aug-24 p,0.036000000000000004,42-115
"Tioga County, PA",Aug-24 p,0.044000000000000004,42-117
"Union County, PA",Aug-24 p,0.037000000000000005,42-119
"Venango County, PA",Aug-24 p,0.046,42-121
"Warren County, PA",Aug-24 p,0.043,42-123
"Washington County, PA",Aug-24 p,0.04,42-125
"Wayne County, PA",Aug-24 p,0.039,42-127
"Westmoreland County, PA",Aug-24 p,0.042,42-129
"Wyoming County, PA",Aug-24 p,0.04,42-131
"York County, PA",Aug-24 p,0.04,42-133
"Bristol County, RI",Aug-24 p,0.044000000000000004,44-001
"Kent County, RI",Aug-24 p,0.049,44-003
"Newport County, RI",Aug-24 p,0.042,44-005
"Providence County, RI",Aug-24 p,0.06,44-007
"Washington County, RI",Aug-24 p,0.039,44-009
"Abbeville County, SC",Aug-24 p,0.062,45-001
"Aiken County, SC",Aug-24 p,0.055,45-003
"Allendale County, SC",Aug-24 p,0.092,45-005
"Anderson County, SC",Aug-24 p,0.051,45-007
"Bamberg County, SC",Aug-24 p,0.094,45-009
"Barnwell County, SC",Aug-24 p,0.078,45-011
"Beaufort County, SC",Aug-24 p,0.052000000000000005,45-013
"Berkeley County, SC",Aug-24 p,0.049,45-015
"Calhoun County, SC",Aug-24 p,0.06,45-017
"Charleston County, SC",Aug-24 p,0.044000000000000004,45-019
"Cherokee County, SC",Aug-24 p,0.077,45-021
"Chester County, SC",Aug-24 p,0.069,45-023
"Chesterfield County, SC",Aug-24 p,0.055,45-025
"Clarendon County, SC",Aug-24 p,0.07200000000000001,45-027
"Colleton County, SC",Aug-24 p,0.055999999999999994,45-029
"Darlington County, SC",Aug-24 p,0.057,45-031
"Dillon County, SC",Aug-24 p,0.076,45-033
"Dorchester County, SC",Aug-24 p,0.047,45-035
"Edgefield County, SC",Aug-24 p,0.055999999999999994,45-037
"Fairfield County, SC",Aug-24 p,0.069,45-039
"Florence County, SC",Aug-24 p,0.053,45-041
"Georgetown County, SC",Aug-24 p,0.057999999999999996,45-043
"Greenville County, SC",Aug-24 p,0.049,45-045
"Greenwood County, SC",Aug-24 p,0.063,45-047
"Hampton County, SC",Aug-24 p,0.048,45-049
"Horry County, SC",Aug-24 p,0.057,45-051
"Jasper County, SC",Aug-24 p,0.051,45-053
"Kershaw County, SC",Aug-24 p,0.055,45-055
"Lancaster County, SC",Aug-24 p,0.057,45-057
"Laurens County, SC",Aug-24 p,0.055999999999999994,45-059
"Lee County, SC",Aug-24 p,0.07200000000000001,45-061
"Lexington County, SC",Aug-24 p,0.046,45-063
"McCormick County, SC",Aug-24 p,0.061,45-065
"Marion County, SC",Aug-24 p,0.069,45-067
"Marlboro County, SC",Aug-24 p,0.09699999999999999,45-069
"Newberry County, SC",Aug-24 p,0.053,45-071
"Oconee County, SC",Aug-24 p,0.051,45-073
"Orangeburg County, SC",Aug-24 p,0.08199999999999999,45-075
"Pickens County, SC",Aug-24 p,0.053,45-077
"Richland County, SC",Aug-24 p,0.055,45-079
"Saluda County, SC",Aug-24 p,0.05,45-081
"Spartanburg County, SC",Aug-24 p,0.052000000000000005,45-083
"Sumter County, SC",Aug-24 p,0.067,45-085
"Union County, SC",Aug-24 p,0.07,45-087
"Williamsburg County, SC",Aug-24 p,0.086,45-089
"York County, SC",Aug-24 p,0.051,45-091
"Aurora County, SD",Aug-24 p,0.018000000000000002,46-003
"Beadle County, SD",Aug-24 p,0.017,46-005
"Bennett County, SD",Aug-24 p,0.045,46-007
"Bon Homme County, SD",Aug-24 p,0.018000000000000002,46-009
"Brookings County, SD",Aug-24 p,0.024,46-011
"Brown County, SD",Aug-24 p,0.02,46-013
"Brule County, SD",Aug-24 p,0.019,46-015
"Buffalo County, SD",Aug-24 p,0.057,46-017
"Butte County, SD",Aug-24 p,0.02,46-019
"Campbell County, SD",Aug-24 p,0.024,46-021
"Charles Mix County, SD",Aug-24 p,0.021,46-023
"Clark County, SD",Aug-24 p,0.017,46-025
"Clay County, SD",Aug-24 p,0.027999999999999997,46-027
"Codington County, SD",Aug-24 p,0.018000000000000002,46-029
"Corson County, SD",Aug-24 p,0.055,46-031
"Custer County, SD",Aug-24 p,0.023,46-033
"Davison County, SD",Aug-24 p,0.018000000000000002,46-035
"Day County, SD",Aug-24 p,0.02,46-037
"Deuel County, SD",Aug-24 p,0.021,46-039
"Dewey County, SD",Aug-24 p,0.063,46-041
"Douglas County, SD",Aug-24 p,0.019,46-043
"Edmunds County, SD",Aug-24 p,0.019,46-045
"Fall River County, SD",Aug-24 p,0.025,46-047
"Faulk County, SD",Aug-24 p,0.021,46-049
"Grant County, SD",Aug-24 p,0.02,46-051
"Gregory County, SD",Aug-24 p,0.017,46-053
"Haakon County, SD",Aug-24 p,0.021,46-055
"Hamlin County, SD",Aug-24 p,0.015,46-057
"Hand County, SD",Aug-24 p,0.015,46-059
"Hanson County, SD",Aug-24 p,0.024,46-061
"Harding County, SD",Aug-24 p,0.019,46-063
"Hughes County, SD",Aug-24 p,0.016,46-065
"Hutchinson County, SD",Aug-24 p,0.018000000000000002,46-067
"Hyde County, SD",Aug-24 p,0.025,46-069
"Jackson County, SD",Aug-24 p,0.023,46-071
"Jerauld County, SD",Aug-24 p,0.022000000000000002,46-073
"Jones County, SD",Aug-24 p,0.025,46-075
"Kingsbury County, SD",Aug-24 p,0.015,46-077
"Lake County, SD",Aug-24 p,0.019,46-079
"Lawrence County, SD",Aug-24 p,0.02,46-081
"Lincoln County, SD",Aug-24 p,0.018000000000000002,46-083
"Lyman County, SD",Aug-24 p,0.022000000000000002,46-085
"McCook County, SD",Aug-24 p,0.017,46-087
"McPherson County, SD",Aug-24 p,0.025,46-089
"Marshall County, SD",Aug-24 p,0.02,46-091
"Meade County, SD",Aug-24 p,0.02,46-093
"Mellette County, SD",Aug-24 p,0.049,46-095
"Miner County, SD",Aug-24 p,0.025,46-097
"Minnehaha County, SD",Aug-24 p,0.019,46-099
"Moody County, SD",Aug-24 p,0.02,46-101
"Oglala Lakota County, SD",Aug-24 p,0.075,46-102
"Pennington County, SD",Aug-24 p,0.021,46-103
"Perkins County, SD",Aug-24 p,0.018000000000000002,46-105
"Potter County, SD",Aug-24 p,0.023,46-107
"Roberts County, SD",Aug-24 p,0.031,46-109
"Sanborn County, SD",Aug-24 p,0.024,46-111
"Spink County, SD",Aug-24 p,0.022000000000000002,46-115
"Stanley County, SD",Aug-24 p,0.015,46-117
"Sully County, SD",Aug-24 p,0.017,46-119
"Todd County, SD",Aug-24 p,0.046,46-121
"Tripp County, SD",Aug-24 p,0.016,46-123
"Turner County, SD",Aug-24 p,0.018000000000000002,46-125
"Union County, SD",Aug-24 p,0.022000000000000002,46-127
"Walworth County, SD",Aug-24 p,0.03,46-129
"Yankton County, SD",Aug-24 p,0.018000000000000002,46-135
"Ziebach County, SD",Aug-24 p,0.044000000000000004,46-137
"Anderson County, TN",Aug-24 p,0.033,47-001
"Bedford County, TN",Aug-24 p,0.037000000000000005,47-003
"Benton County, TN",Aug-24 p,0.04,47-005
"Bledsoe County, TN",Aug-24 p,0.05,47-007
"Blount County, TN",Aug-24 p,0.031,47-009
"Bradley County, TN",Aug-24 p,0.037000000000000005,47-011
"Campbell County, TN",Aug-24 p,0.04,47-013
"Cannon County, TN",Aug-24 p,0.032,47-015
"Carroll County, TN",Aug-24 p,0.040999999999999995,47-017
"Carter County, TN",Aug-24 p,0.04,47-019
"Cheatham County, TN",Aug-24 p,0.027999999999999997,47-021
"Chester County, TN",Aug-24 p,0.035,47-023
"Claiborne County, TN",Aug-24 p,0.04,47-025
"Clay County, TN",Aug-24 p,0.044000000000000004,47-027
"Cocke County, TN",Aug-24 p,0.040999999999999995,47-029
"Coffee County, TN",Aug-24 p,0.034,47-031
"Crockett County, TN",Aug-24 p,0.033,47-033
"Cumberland County, TN",Aug-24 p,0.04,47-035
"Davidson County, TN",Aug-24 p,0.028999999999999998,47-037
"Decatur County, TN",Aug-24 p,0.04,47-039
"DeKalb County, TN",Aug-24 p,0.043,47-041
"Dickson County, TN",Aug-24 p,0.027999999999999997,47-043
"Dyer County, TN",Aug-24 p,0.037000000000000005,47-045
"Fayette County, TN",Aug-24 p,0.04,47-047
"Fentress County, TN",Aug-24 p,0.037000000000000005,47-049
"Franklin County, TN",Aug-24 p,0.036000000000000004,47-051
"Gibson County, TN",Aug-24 p,0.037000000000000005,47-053
"Giles County, TN",Aug-24 p,0.036000000000000004,47-055
"Grainger County, TN",Aug-24 p,0.037000000000000005,47-057
"Greene County, TN",Aug-24 p,0.043,47-059
"Grundy County, TN",Aug-24 p,0.046,47-061
"Hamblen County, TN",Aug-24 p,0.035,47-063
"Hamilton County, TN",Aug-24 p,0.034,47-065
"Hancock County, TN",Aug-24 p,0.046,47-067
"Hardeman County, TN",Aug-24 p,0.044000000000000004,47-069
"Hardin County, TN",Aug-24 p,0.039,47-071
"Hawkins County, TN",Aug-24 p,0.039,47-073
"Haywood County, TN",Aug-24 p,0.040999999999999995,47-075
"Henderson County, TN",Aug-24 p,0.038,47-077
"Henry County, TN",Aug-24 p,0.035,47-079
"Hickman County, TN",Aug-24 p,0.031,47-081
"Houston County, TN",Aug-24 p,0.057,47-083
"Humphreys County, TN",Aug-24 p,0.033,47-085
"Jackson County, TN",Aug-24 p,0.039,47-087
"Jefferson County, TN",Aug-24 p,0.037000000000000005,47-089
"Johnson County, TN",Aug-24 p,0.036000000000000004,47-091
"Knox County, TN",Aug-24 p,0.03,47-093
"Lake County, TN",Aug-24 p,0.047,47-095
"Lauderdale County, TN",Aug-24 p,0.048,47-097
"Lawrence County, TN",Aug-24 p,0.039,47-099
"Lewis County, TN",Aug-24 p,0.036000000000000004,47-101
"Lincoln County, TN",Aug-24 p,0.038,47-103
"Loudon County, TN",Aug-24 p,0.035,47-105
"McMinn County, TN",Aug-24 p,0.044000000000000004,47-107
"McNairy County, TN",Aug-24 p,0.052000000000000005,47-109
"Macon County, TN",Aug-24 p,0.031,47-111
"Madison County, TN",Aug-24 p,0.039,47-113
"Marion County, TN",Aug-24 p,0.039,47-115
"Marshall County, TN",Aug-24 p,0.035,47-117
"Maury County, TN",Aug-24 p,0.031,47-119
"Meigs County, TN",Aug-24 p,0.047,47-121
"Monroe County, TN",Aug-24 p,0.04,47-123
"Montgomery County, TN",Aug-24 p,0.039,47-125
"Moore County, TN",Aug-24 p,0.026000000000000002,47-127
"Morgan County, TN",Aug-24 p,0.040999999999999995,47-129
"Obion County, TN",Aug-24 p,0.038,47-131
"Overton County, TN",Aug-24 p,0.035,47-133
"Perry County, TN",Aug-24 p,0.044000000000000004,47-135
"Pickett County, TN",Aug-24 p,0.036000000000000004,47-137
"Polk County, TN",Aug-24 p,0.038,47-139
"Putnam County, TN",Aug-24 p,0.036000000000000004,47-141
"Rhea County, TN",Aug-24 p,0.044000000000000004,47-143
"Roane County, TN",Aug-24 p,0.039,47-145
"Robertson County, TN",Aug-24 p,0.03,47-147
"Rutherford County, TN",Aug-24 p,0.028999999999999998,47-149
"Scott County, TN",Aug-24 p,0.046,47-151
"Sequatchie County, TN",Aug-24 p,0.04,47-153
"Sevier County, TN",Aug-24 p,0.025,47-155
"Shelby County, TN",Aug-24 p,0.049,47-157
"Smith County, TN",Aug-24 p,0.03,47-159
"Stewart County, TN",Aug-24 p,0.036000000000000004,47-161
"Sullivan County, TN",Aug-24 p,0.037000000000000005,47-163
"Sumner County, TN",Aug-24 p,0.028999999999999998,47-165
"Tipton County, TN",Aug-24 p,0.040999999999999995,47-167
"Trousdale County, TN",Aug-24 p,0.031,47-169
"Unicoi County, TN",Aug-24 p,0.040999999999999995,47-171
"Union County, TN",Aug-24 p,0.04,47-173
"Van Buren County, TN",Aug-24 p,0.042,47-175
"Warren County, TN",Aug-24 p,0.040999999999999995,47-177
"Washington County, TN",Aug-24 p,0.035,47-179
"Wayne County, TN",Aug-24 p,0.037000000000000005,47-181
"Weakley County, TN",Aug-24 p,0.042,47-183
"White County, TN",Aug-24 p,0.039,47-185
